id,eng,afr,zul,xho,ssw,nbl,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info
dsac_natural_science_and_technology_term_list_nguni_languages_147,bicycle,fiets,ibhayisikili,ibhayisekile,libhayisikili / umlelenjani,itsikiri / ibhayisikili,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_148,bilharzia,bilharzia,isichenene,umanzabomvu,umtfundzangati,isichenene seengazi / ibhilihaziya,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_149,bind,bind,-hlanganisa,bopha,hlanganisa / namatselisa,thungelelana,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_150,binoculars,verkyker,isibonakude / izipopolo,isibonisi kude,sibonisakhashane,amabonakude,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_151,biodegradable,bioafbreekbaar,-okubolayo ngokwemvelo,ezibolayo ngokwendalo,-nemboziso / -vundzisako,-zonakalelako / ngokunganangozi,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_152,bird,voël,inyoni,intaka,inyoni,inyoni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_153,birdbath,voëlbad,inhlambanyoni,ibhafu yeentaka,libhavu letinyoni,isidudeliinyoni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_154,bird of prey,roofvoël,inyoni ephila ngenyama,intaka ephila ngamaxhoba,inyoni lesidlanyama,inyoni edla ezinye,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_155,birth,geboorte,ukuzala / ukuzalwa,ukuzala,kutalwa,ukubeletha / ukuzala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_156,birth weight,geboortegewig,isisindo sokuzelwe,ubunzima bemveku,sisindvokutalwa,ubudisi bokubelethwa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_157,bitch,teef,insikazi yokusanja,injakazi,injakati,inja esikazi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_158,black,swart,-mnyama,mnyama,-mnyama,inzima,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_159,blackjack,knapsekêrel,uqadolo,umhlabangubo,chuchuza,umonyani / umatsetsani,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_160,black oystercatcher,swart oestervanger,indlambaza,intaka etya oonokrwece,inyoni lesidlambaza,utlhame,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_161,blacksmith,grofsmid / ystersmid,umkhandinsimbi,umkhandi weentsimbi / umkhandi wesinyithi,umfuli wensimbi / umcandvulinsimbi,umfuli / umkhandi weensimbi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_162,blade,blad,uphephela,incakuba,sibhelekeca,ilemu,,fixed structure,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_163,blade,blaar,icembe / iqabunga,isiqu segqabi,licembe,ikari,,leaf,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_164,blade,lem,ukudla komkhonto / ukudla kommese,incakuba,kudla kwemukhwa,isilemu,,cutting tool,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_165,blanket,kombers,ingubo yokulala,ingubo,ingubo,ingubo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_166,bleaching agent / bleach,bleikmiddel,isenzamhlophe / isigqamisambala,isihlophisi / isigqamisi bala / isiqaqambisi bala,sisusamabala / sihlantisisi,isirhalusi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_167,block,takelblok / blokstelsel,umdonso / ibhulokhi,ibhloko,siphakamisi,ibhlogo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_168,block graph,blokgrafiek,igrafu elisabhele / igrafu elisabhulokhi,igrafu yebhloko,igrafu leyibhloki,igrafu yamabhlogo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_169,blood,bloed,igazi,igazi,ingati,iingazi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_170,blood cell,bloedsel,inhlayiya yegazi,ijoni lomzimba / iseli yegazi,inhlayiya yengati,iseli leengazi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_171,blood flow,bloedvloei,ukuhamba kwegazi,ukuhamba kwegazi,kuhamba kwengati / kugijima kwengati,itlelezongazi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_172,bloodstream,bloedstroom,umgudu wegazi,umsinga wegazi,umgudvungati,itlelezongazi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_173,blood vessel,bloedvat,umthambo wegazi,umthambo,umtsambo wengati,umthambo weengazi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_174,bloom,blom,imbali,intyatyambo,imbali,ithuthumbo / ibhlomu,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_175,bloom,blom / bloei,-qhakaza,ukudubula,chakata,thuthumba / bhloma,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_176,blossom,bloeisel,imbali,intyatyambo,imbali,ithuthumbo,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_177,blossom,bloei,-qhakaza,ukudubula,chakata / bhahela,thuthumba,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_178,blotting paper,kladpapier,iphepha lokumunca / iphepha lokumoma / ibhulotha,iphepha lokufunxa,liphepha lekumunya,iphepha elisiginyichaphaza,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_179,blow,waai,-phephetha,ukuvuthela,phuphutsa,vuthela / vunguzisa / vunguza,verb,e.g. wind,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_180,blow off,wegwaai,-phephula / -phephuka,ukuvuthuluka,phephula,phephuka / thintitheka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_181,blubber,walvisspek,amafutha omkhoma / amafutha enhlanzi,amafutha ezilo zaselwandle,umhlehlo wetilwanemantini,amafutha wemphilalwandle,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_182,blue,blou,-luhlaza okwesibhakabhaka,-luhlaza okwesibhakabhaka / zuba,sibhakabhaka,ubuhlaza besibhakabhaka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_183,blue-black,blouswart,umbala onkankane / -nkankane,zuba-mnyama,salingangane,ubuhlaza obunzima,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_184,blue wildebeest,blouwildebees,inkonkoni,inqu ezuba / inkonkoni,ingongoni,ikokoni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_185,blunt nail,stomp nael,uzipho olungenabungozi / uzipho olungacijile,uzipho olubuthuntu,tinziphobutfuntfu / tinziphocundzekile,izipho elibuthundu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_186,boat,boot,isikebhe / isihlenga,isikhephe,sikebhe,isithayamanzini / isikepe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_187,body,liggaam,umzimba,umzimba,umtimba,umzimba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_188,body shape,liggaamsvorm,umumo womzimba / ukuma komzimba,ubume bomzimba / imilo yomzimba / ukuma komzimba,lutsi lwemtimba / simo semtimba,ijamo lomzimba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_189,body temperature,liggaamstemperatuur,ukushisa komzimba,iqondo lobushushu bomzimba,lizingakushisa lemtimba,izinga lokutjhisa komzimba,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_190,boil,kook,-bilisa,bila,bilisa,bila,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_191,boiled water,gekookte water,amanzi abilile / amanzi abilisiwe,amanzi abilisiweyo,emanti labilisiwe,amanzi abilisiweko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_192,boiling water,kokende water,amanzi abilayo,amanzi abilayo,emanti labilako,amanzi abilako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_193,borehole,boorgat,ipitsi,umngxuma wesitsala manzi,umgodzi wekudvonsa emanti,umgodi obhoriweko / ipetsi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_194,botanist,botanis,usozimila,inzululwazi yezityalo / ingcaphephe yezityalo,sotitfombo,usosayensi weentjalo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_195,botany,plantkunde / botanie,isifundo esiphathelene nezimila / ibhothani,ubunzululwazi ngezityalo / izifundo zezityalo,sifundvo setitfombo,ibhothani / isifundo esiphathelene neentjalo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_196,bottle,bottel,ibhodlela,ibhotile,libhodlela,ibhodlelo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_197,bottle bank,bottelbank,isigcinamabhodlela / umphando wamabhodlela,itanki lokugcina iibhotile,silulumabhodlela,ibulungelo lamabhodlelo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_198,bottom,onderkant,ingenzansi / iphansi,umzantsi,lingephasi / sibunu,ilingaphasi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_199,bottom layer,onderste laag,ugqinsi olungaphansi,ucamba olusezantsi / intlenge / amashiqa,umkhakha longephasi,ilarha langaphasi / ilihla langaphasi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_200,bow,boog,umnsalo,isaphetha,lugubhu,umsubi / umtjhobi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_201,bowl,bak,umcengezi / isitsha / indishi,ingqoko,sitja / sigubudvu,iskotlelo / isitja,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_202,brace,spanstuk,isibopho / isongo,isixhobo sokuqinisa,sibopho,isigunadzeli,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_203,brackish,brak,-nosawotshana,amtyuba,-sasawoti,-netswayana,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_204,brackish water,brakwater,amanzi asasawotshana,amanzi amtyuba,emanti lanasawoti,amanzi anetswayana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_205,bract,dekblaar,imbali eguquliwe,intyatyambo eguqulweyo,licenjana,ikarithuthumbo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_206,brad,kleinkopspyker,isipikili esiyisicaba,isikhonkwane,sipikilisungulo,isipikiri esisipara,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_207,bradawl,spykerels,usungulo,isixhobo sokugqobhoza,lusungulo / lucodvoba,ihlabo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_208,brake,rem,ibhuleki,isiqhoboshi,sibopho / emabhiliki,ibhirigi,,vehicle,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_209,bran,semels,izimpepha / amakhoba,amakhatshu,umhhungu,amasemula / amanasa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_210,branch,tak,igatsha,isebe,ligala,igatja,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_211,branch,vertak,-hlukana / -xhanta,naba,phambuka,hlukana,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_212,branch vein,sytak,ixhantela,umthambo wesebe,lichakela,ihlumela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_213,brand name,handelsnaam,igama lomkhiqizo,igama lemveliso,ligamamkhicito,ibizomvezo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_214,brass,geelkoper,ithusi,ibhrasi / ixina,litfusi,idzila,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_215,bread,brood,isinkwa,isonka,sinkhwa,uburotho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_216,breadth,breedte,ububanzi,ububanzi,bubanti,ububanzi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_217,break,breek,-phula / -hlephula / -qhephula,aphula,ephula / phula,ephula,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_218,breaker,brander,igagasi,iliza elikhulu,lidlambi / ligagasi,iliza,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_219,bream,kurper,inhlanzi / ibhrimu,intlanzi yechibi nomlambo,ibhrimu,ikapa,,fish,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_220,breath,asem,umphefumulo / umoya,umphefumlo,umphefumulo,umphefumulo / ummoya,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_221,breathe,asemhaal,-phefumula,phefumla,phefumula,phefumula,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_222,breathing,asemhaling,ukuphefumula,ukuphefumla,kuphefumula,ukuphefumula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_223,breed,teel,-zalanisa,khwelanisa / zalisa,talana,zalanisa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_224,breeding,teelt / teling,ukuzalanisa,ukukhwelanisa / ukuzalisa,kutalana,ukuzalanisa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_225,brick,baksteen,isitini,isitena,sitini,isitina,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_226,bricklayer,messelaar,umeselani,umakhi,meselane / umakhi,umeselani,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_227,bridge,brug,ibhuloho,umchankcatho / ibhulorho,libhuloho,ibhulurho / ibhurorho,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_228,brittle,bros,okuqhephukayo,iqoboqobo / iqwathaqwatha,phuka lula,qephukako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_229,bromothymol blue,broomtimol,isitshengisi bu-esidi,isibonisi sekhemikhali,ibhromothayimoli lesibhakabhaka,i-bromothymol blue,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_230,brood,broei,-fukamela,fukama,fukamela,fukamela,verb,birds,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_231,broody,broeis,isimokufukamela,ukufukama,kufukamela,ukufukama,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_232,brown rat,bruinrot,ibunzi,ibuzi elimdaka,libuti,ungozo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_233,brush,kwas,ibhulashi,ibhrashi,libhulashi,ibhratjhi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_234,brush,kreupelhout,ihlanze,ityholo,sikhotsa / lihlashana,umsesana / isiruthulu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_235,bucket,emmer,ibhakede,iemele / ithunga,libhakede,ithunga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_236,buckle,gespe,ikhonco / ishasipele,ikhonkco,lishesipele,ikopana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_237,bud,botsel,umqumbe,ithupha,umcumbe,iqumbe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_238,budgerigar,grasparkiet / budjie,inyoni yase-Australia / ibhajerika,intaka efuyiweyo,ibhajeriga,ibhajiriga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_239,build,bou,-akha,-akha,akha,akha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_240,builder,bouer,umakhi,umakhi,umakhi,umakhi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_241,building,gebou,isakhiwo,isakhiwo,sakhiwo,umakhiwo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_242,building material,boumateriaal,izinto zokwakha / impahla yokwakha,izinto zokwakha,tintfo tekwakha,ipahla yokwakha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_243,bulb,bol,impandesigaxa,isitswele / utswelana / ikonofile,imphandzesigadla,isikhwende,,plants,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_244,bulb,bol,igilobhu kagesi / ibambasigidi,ibhalbhu,sigujana sethemomitha,indulungwana,,e.g. thermometer,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_245,bulb holder,gloeilamphouer,isibambagilobhu,isibambi sebhalbhu,sibambaglobhu,isibambindulungwana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_246,bull,bul,inkunzi,inkunzi yenkomo,inkunzi,ikunzi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_247,bunch,bondel,iqoqo labantu / isixha sezimbali,igquba / ingqokelela,sitfungo / sicumbi,isiqubuthu / itjatho,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_248,bundle,bondel,inyanda / isithungo,inyanda / isithungu,inyandza,inyanda,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_249,Bunsen burner,Bunsen-brander,isishisisi sika-Bunsen,isixhotyana saselebhu sokutshisa,siphefu saBunsen,isitjhisi saka-Bunsen,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_250,burette,buret,ingilasisilinganisi engumnxumo / ibhurethi,ibhurethi,ibhurethi,ibhiyurethe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_251,burn,brand,-shisa,tsha / tshisa,shisa,tjhisa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_252,burn wound / burn,brandwond,isilonda sokusha,isilonda sokutsha,silondza sekusha,inceba lokutjha,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_253,burrow,ondergrondse blyplek,umhume / umhubhe / umhhumbe,umngxuma,umgodzi,umgodi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_254,burrow,grawe,-gubha / -vukuza,grumba,gubha,emba,verb,"animals, e.g. rabbits",,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_255,burst,bars,-qhumisa / -qhuma,qhushumba,dubuka / bhubuka / bhamuka,thuthumba,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_256,bury,begrawe,-ngcwaba / -thuna / -fihla,ngcwaba / fihla,ngcwaba / gcibedzela,bulunga / ngcwaba,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_257,bus,bus,ibhasi,uduladula / ibhasi,ibhasi,ibhesi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_258,bush,struik,ihlozi,ityholo,lihloti,isiruthulu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_259,busy Lizzie,vlytige Liesbet,ibhilizi / ibhizilizi,intyatyambo,ibhizi Lizzie,i-Busy Lizzie,,plant,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_260,butterfly,skoenlapper,uvemvane,ibhabhathane,luvivane,iviyaviyani,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_261,buzzer,gonser,ibikasifiki / ibhaza,ibhaza / isitsali-mtsalane,sibiki / ibhaza,isidumezana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_262,cabbage,kool / kopkool,iklabishi,ikhaphetshu,liklabishi,ikhabitjhi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_263,cable,kabel,intambo kagesi / ikhebula,intambo yombane,intsambo yagezi / ikhebuli,ikheyibuli,,strong thick rope,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_264,cable-stayed bridge,swaaibrug / sweefbrug,utebetebe,umchankcatho oxhaswe ngentambo,libhuloho lemakhebuli,ibhulurho elilengiswe ngamakheyibuli,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_265,cage,hok,isivalelizilwane / ikheji,indlu yentaka / indlu yezilwanyana ezincinci,sivalelo / ikheji,ikheyiji / ihogo,,,,,,,,,,,,
