id,eng,afr,tsn,nso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_natural_sciences_and_technology_dictionary_sotho_654,downy,sag,-boboaditse,ya mafufu / wa mohlehle,e ditshibana,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_655,dragonfly,naaldekoker,ntsiterakone / mokodunyane,seboba sa mohlaka / legare,mofehlo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_656,drain,riool,mosele,kelatšhila / phaephekelatšhila,setsamaisadikgwerekgwere,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_657,drainage,dreinering,moselemaswe,mokerokelatšhila / kelaboelatšhila / peakanyoboelatšhila,tsamaiso ya dikgwerekgwere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_658,draught,trek,phešwana e e tsididi / komelelo,moyammetela,phunyeletso ya moya o batang,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_659,draw,teken,thala / rala / tshwantsha,thala / terowa / drowa,tshwantsha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_660,drill,boor,boro,boro,boro,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_661,drill bit,boorpunt,ntlhanaboro / phetlheletsi ya boro,ntlhaboro / borwanaphehli,ntlha ya boro,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_662,drilling,boorwerk,poro / go bora,go bora,ho bora,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_663,drinkable water,drinkbare water,metsi a a nwegang,meetse a go nwewa,metsi a nwehang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_664,drive pulley,dryfkatrol,leotwanagogi,leotwanatshepediši,lebidi la lebanta,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_665,driving belt,dryfband,lebantagogi,leotwanatshepetšamaotwana,lebanta,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_666,droop,afhang,lepelela,lekelela / lepelela / sepela ka go kobama / kobama,ho leketla,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_667,drop,druppel,lerothodi,lerothodi / phophi / lerothi,lerothodi,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_668,drop,val,wa / diga,rotha / wa / theoga,ewa / rotha / theoha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_669,drop bottle,drupfles,botlolorothisa,lebotlelorothiši / lebotlelomarothi,sentshamarothodi / serothetsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_670,droplet,druppeltjie,thothinyana / thothana,lerotholotšana / lerothinyana / lerothiana,lerothodinyana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_671,drought,droogte,komelelo / leuba / lešekere,komelelo,komello,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_672,drown,verdrink,betwa / nwela,kgangwa ke meetse / betwa ke meetse,ho kgangwa ke metsi / nwela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_673,drowsiness,lomerigheid,tshwarwa ke kgofe / kotselo,go thibama / go potuma / go otsela / go kgometša,ho thibasela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_674,dry,droog,omile,omilego / ommego / omeletšego,omme,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_675,dry capsule,droë kapsel / droë saadhuis,losikaloompumpu,seenywapalegane / dipalegane,kgaketla e ommeng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_676,dry cell,droë sel,seleoma / legalaoma,lelahla / sele,sele e ommeng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_677,dry weather,droë weer,bosaoma,boso bjo bo omilego,komello,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_678,dual,tweeledig / dubbel-,-pedi,bedi / pedi,e habedi,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_679,dual / dual-purpose,dubbeldoelig,-pedi,-bedi / bobedi,e habedi,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_680,dual-purpose / dual,dual-purpose,dual-purpose,dual-purpose,dual-purpose,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_681,dual sexed,tweeslagtig,-bongpedi,tonankatshadi / kgalamatona / lekgereletona,tarasi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_682,ductile,rekbaar,popeganolo,tantologago / tatapologago,e ohlehang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_683,dull,dof,timpala / lotobo / letobonyana,tibile / tona / rotola,thothofa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_684,dump,hoop,thotobolo,bolahlatšhila / bolahlamatlakala / letlaleng / sethobolo / totobolo,thotobolo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_685,dump,weggooi / stort,latlha,kgothola / lahla,lahla,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_686,durability,duursaamheid,tshwarelelo,kgotlelelo / tia / kgwahla,ho tshwarella,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_687,dust,stof,lorole,lerole,lerole,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_688,dust mask,stofmasker,sethibathole,masekethibelalerole / sethibelalerole,sethibelalerole,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_689,dust particle,stofdeeltjie,thojana / lerolejana,thorwana ya lerole,lerole / thwabe ya lerole,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_690,dust storm,stofstorm,ledimo / dithole / dithungthung,ledimo,sefefo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_691,dye,kleurstof,sefetolammala / tae / mmasa,sefammala / tae / dae,sefetolammala,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_692,dynamo,dinamo,taenamo,segotetši / taenamo / daenamo,daenamo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_693,eagle,arend,ntsu,lenong / ntšhu,ntsu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_694,ear,oor,tsebe,tsebe,tsebe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_695,early spring,vroeë lente,tshimologo ya dikgakologo,mathomo a seruthwane,maqalong a selemo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_696,early summer,vroegsomer,tshimologo ya selemo,mathomo a selemo,maqalong a lehlabula,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_697,ear of wheat,koringaar,seako,seako sa korong,qwapi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_698,earpiece,gehoorstuk,kgorwana ya mogala,lekopelwana,seamohedi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_699,earth,aarde,lefatshe,lefase,lefatshe,,planet,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_700,earth,aarding,sethibelalegadima,ethe,ethe,,electrical,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_701,earth leakage,aardlekkasie,kgaolomotlakase,go dutla ga mohlagase,sekgaolamotlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_702,earth-leakage relay switch,aardlekrelê,sekgaolamotlakase,switšhitšhireletši,switjhi ya sekgaolamotlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_703,earth’s crust,aardkors,legogo la mmu,bokantle bja lefase / sekwakwa sa lefase / sekwakwata,lehoho la lefatshe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_704,earth’s surface,aardoppervlak,boalofatshe / sefatlafatshe,boikalo bja lefase / naga,bokahodimo ba lefatshe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_705,earth wire,aarding,bothale ba sethibelalogadima,motato wa ethe / lethale la ethe,terata e ethang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_706,earthworm,erdwurm,sebokwanammu,nogameetsana / bereme / mmupula,nonometsane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_707,east,oos,botlhabatsatsi,bohlabela / bohlabatšatši,botjhabela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_708,ebony,ebbehout,logong lo lontsho / eboni,eponi,eboni,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_709,eco-,eko-,tshiamela-,ya go amana le tikolgo / ekho,ya tikoloho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_710,eco-friendly,omgewingsvriendelik,tshiamelatikologo,ya setswalle le tikologo / yeo e loketšego tikologo,e baballang tikoloho,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_711,eco-tourism,ekotoerisme,tshiamelabojanala,kamanoboeti le tikologo / ya boeti bja tlhago / ekhothorisime,bohahlaodi ba tikoloho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_712,edge,rand,lobetseko / losi,morumo / leši,ntlha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_713,eel,paling / aal,tlhapisekanoga,kgoka / mammoge / ili,tlhapinohana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_714,effect,effek,phetodi,kamego / phetogo,diphetho / sebakwa,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_715,effective,doeltreffend / effektief,nonofile,kgontšhago / šomago gabotse / šomago botse,tswelopele e lebelletsweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_716,efficiency,doeltreffendheid,bokgoni,bokgoni,bokgoni,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_717,effort,poging / inspanning,matsapa,boiteko / boitekelo / maitekelo / boitapišo,boikitlaetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_718,egg,eier,lee,lee,lehe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_719,egg cell,eiersel,boroe / boe,sele ya lee / sele ya letšae,sele ya lehe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_720,egg shell,eierdop,kgapetla / lokgadu,segahla sa lee / kgapetla ya lee / sekgatha sa lee,kgaketla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_721,egg white,eierwit,kgwang,mageregere a lee / bošweu bja lee,bosweu ba lehe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_722,egg yolk,eiergeel / dooier,tlae,mothobe wa lee / mothobe wa lekgata / mothobe wa letšae / mothobe wa lekgopa,mothwebe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_723,egret,egretreier / egret,moleane / tlhotlhomenyong,kgogonokana / kgogobadimo / letlono / modišana / lelobela,leholosiane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_724,Egyptian goose,kolgans,sefudi,legantshe la Egepeta / leganse la Egepeta,kgansi ya Egepeta,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_725,elastic,rekbaar / elasties,-borekere / -ngaologa,taologago / tatapologago / taramologago,rekere / e sarolohang,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_726,elastic,rek,mogalarekere,rekere / elastiki,rekere,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_727,elastic band,rek,rekeretlami,setlami sa rekere / setlami sa elastiki,rekere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_728,elastic potential energy,elastiesepotensiaal-energie,bongaologo,maatlakgonegi a elastiki / enetšikgonegi ya rekere,bokgoni ba rekere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_729,electric,elektries,-motlakase,ya mohlagase,ya motlakase,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_730,electrical appliance,elektriese toestel,sediriswa sa motlakase,setlabelwa sa mohlagase / sešomišwa sa mohlagase / sedirišwa sa mohlagase,sesebediswa sa motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_731,electrical cable,elektriese kabel,mogala wa motlakase / kabole ya motlakase,thapo ya mohlagase / kheipolo ya mohlagase,kheibole ya motlakase / thapo ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_732,electrical charge,elektriese lading,selekanomotlakase,mollo wa mohlagase / tšhatšho ya mohlagase,tjhaje ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_733,electrical current,elektriese stroom,moelamotlakase,moela wa mohlagase,mophula wa motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_734,electrical energy,elektriese energie,maatla a motlakase,maatla a mohlagase / enetši ya mohlagase,matla a motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_735,electrical motor,elektriese motor,sedumakamotlakase,mmotho wa mohlagase,motoro wa motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_736,electrical switch,elektriese skakelaar,kgokgwane ya motlakase / konopomotlakase,switšhi ya mohlagase,switjhi ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_737,electrical wiring,elektriese bedrading,thulaganyo ya megala ya motlakase,kgokaganyomathale a mohlagase,marangrang a motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_738,electric circuit,elektriese stroombaan / kring,kelomotlakase,tselantikodiko ya mohlagase,sekete ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_739,electricity,elektrisiteit,motlakase,mohlagase,motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_740,electric lawnmower,elektriese grassnyer,motšhinitlhaga wa motlakase,seripabjang sa mohlagase,motjhini wa jwang wa motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_741,electric plug,elektriese prop,polaka,plaka ya mohlagase,polaka ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_742,electric shock,elektriese skok,setlabodi / tšhouko,tšhouko ya mohlagase,shoko ya motlakase / tjhouku,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_743,electric socket,elektriese sok,sokete,sokhete ya mohlagase,sokete ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_744,electric spark,elektriese vonk,tlhasemotlakase,tlhase ya mohlagase,tlhase ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_745,electric stove,elektriese stoof,setofo sa motlakase,setofo sa mohlagase,setofo sa motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_746,electric wire,elektriese draad,bothale jwa motlakase / mogala wa motlakase,lethale la mohlagase / motato wa mohlagase,kgwele ya motlakase / terata ya motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_747,electrocution,doodskok / elektrokusie,polao ka motlakase,polao ka mohlagase / go bolawa ke mohlagase,lefu la motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_748,electrolysis,elektrolise,phetolomotlakase,phetošetšomohlagase go maatla a khemikhale / elekthrolaesese,elektrolisisi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_749,electrolyte,elektroliet,setsamaisamotlakase,seelakgokaganya mohlagase / seelatshepediša mohlagase,elektrolaete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_750,electromagnet,elektromagneet,makenetemotlakase,elekthromaknete,makenete wa motlakase / setala sa motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_751,electron,elektron,ileketerone,elekthrone,elektrone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_752,electronic,elektronies,- seileketeroniki,elekthroniki,elektroniki,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_753,electronic system,elektroniese stelsel,thulaganyoseileketeroniki,tsela ya elekthroniki / peakanyo ya elekthroniki,mokgwatshebetso wa elektroniki,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_754,electroplating,elektroplateerwerk / elektroplatering,kgomoseileketeroniki,go elekthropleita,kwahelo ya tshepe ka motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_755,electrostatic force,elektrostatiese krag,maatlakgotlhano,maatla a mohlagase,tshusumetso ya motlakase o emeng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_756,element,element,elemente,elemente,elemente,,chemistry,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_757,element,element,elemente,elemente,elemente,,electronics,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_758,elephant,olifant,tlou,tlou,tlou,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_759,ellipse,ellips,tshekeletsametopo,selee / pepetlabokalee / phaphašanabokalee / phaphathibokalee,motopo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_760,elliptical,ellipsvormig,-tshekeletsametopo,ya selee / ya bokalee / ya phaphathi bokalee / ya phaphašana bokalee / ya papetla bokalee,e motopo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_761,email,e-pos / elektroniese pos,pososeileketeroniki / imeile,emeile / poso ya elekthroniki,poso ya elektroniki,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_762,embryo,embrio,mooko / tenthapo / pelwana / emborio,pelwana / empriyo,embriyo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_763,emergency stop button,noodbeheerknop,konopokemisotshoganyetso,konopikemišo ya tšhoganetšo / konopikemišo ka tšhoganetšo,konopo ya tshohanyetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_764,enamel,emalje,inamele,enamele,ere / inamele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_765,enamel paint,emaljeverf,pente ya inamele,pente ya enamele,pente ya inamele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_766,endangered animal,bedreigde spesie,phologolo seyamoribe,phoofolopewakotsing ya go nyamelela / phoofolo yeo e lego kotsing ya go nyamelela,phoofolo e kotsing ya pheletso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_767,endosperm,endosperm,topopeo / sesirapelwana,entospeme / endospeme,endospeme,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_768,energy,energie,maatla / maikatlapelo,maatla / enetši,matla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_769,energy consumption,energieverbruik,tirisomaatla,tšhomišoenetši / tšhomišomaatla,tshebediso ya matla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_770,energy food,energievoedsel,dikotla,dijo tša go fa maatla / dijomaatlafatši,dijo tse matlafatsang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_771,energy source,energiebron,motswedimaatla / senayamaatla / ntshokotla,mothopo wa maatla / mothopo wa enetši,mohlodi wa matla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_772,energy transfer,energieoordrag,phetisomaatla,tšhutišo ya maatla / tšhutišo ya enetši,phetiso ya matla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_773,engine,enjin,enjene / tlhogo ya terene,entšene,enjene,,e.g. car,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_774,engine,lokomotief,tlhogo ya terena,hlogwana ya setimela,hlooho ya terene,,trains,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_775,engineer,ingenieur,moenjenere,moentšeneare,moenjenere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_776,enrich,verryk,humisa / nontsha,humiša / nontšha,nontsha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_777,environment,omgewing,tikologo,tikologo,tikoloho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_778,environmental issue,omgewingskwessie,ntlha ya tikologo,taba ya mabapi le tikologo / taba ya tikologo,ya tikoloho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_779,enzyme,ensiem,motlhodi / thugisi,sefetoši / ensaeme / enzaeme,enzaeme,,,,,,,,,,
