id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_mathematics_dictionary_r_to_6_357,February,Februarie,uNhlolanja / uFebhruwari,uFebruwari / eyoMdumba,iNdlovane / Februwari,Umhlolanja / uFeberbari,Tlhakole,Febereware,Hlakola,Luhuhi,Nyenyenyani,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_358,few,min / weinig / ‘n paar,idlanzana / mbalwa,mbalwa,-mbalwa,-mbalwa / -dlanzana,mmalwa,nene / nnyane / go sego kaalo,mmalwa / moelana,zwiṱuku,-tsongo / -tsanana,,amount,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_359,fifth,vyfde,okwesihlanu,eyesihlanu,kwesihlanu,kwesihlanu,botlhano,bohlano,ya bohlano,tsha vhuṱanu,vuntlhanu,,ordinal number,,,,,,,,,,,nngwe tlhanong,,ya,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_360,fill in,invul,gcwalisa,zalisa / fakela,gcwalisa,zalisa,tlatsa,tlatša,tlatsa,ḓadzani / dzhenisani,tatisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_361,financial,finansieel,ezezimali,ezemali,kwetimali,kweemali,tsa ditšhelete / tsa matlotlo,matlotlo / tšhelete,tsa ditjhelete,zwa tshelede / zwa masheleni,ximali,,,,,,,,,,,,,,,ya / ya,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_362,find,vind,thola,fumana,tfola,thola / fumana,senka / batla,hwetša / humana,fumana,-wana,kuma,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_363,finish,voltooi,qedela / qeda,gqibezela,cedza,qeda / phetha,feleletsa,fetša,qetella / phetela,u fhedza / -fhedza,hetisa / heta,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_364,finite set,eindige versameling,iqoqo elinomkhawuko / iqoqo elinesiphetho,isethi enesiphelo,isethi legcinako / lisethi leligcinako / ligcogco leligcinako,isede ephelako,sete e e khutlang,sehlopha se se feletšego,sete e fellang,sethe ya finithi / sethe i no guma,nhlengelo-hela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_365,first,eerste,kuqala / phambili,okokuqala,nginike kucala,-sungulako / -thomako,ya ntlha,mathomo / pele,pele,mathomo / ranga,sungula / rhanga,,space and position,,,,,,,,,,,,,ya / ya,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_366,first number,eerste getal,inombolo esekuqaleni,inani lokuqala,inombolo yekucala,inomboro yamathomo,palo ya ntlha,palo ya mathomo / palo ya pele,palo ya pele,nomboro ya mathomo / nomboro ya u thoma / mbalo ya u thoma,nomboro yo sungula,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_367,five,vyf,isihlanu,isihlanu,sihlanu,-hlanu,tlhano,hlano,hlano,ṱhanu,ntlhanu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_368,fives,vywe,ngakuhlanu,ngokwezihlanu,ngakuhlanu / ngetihlanu / ngasihlanu,ngakuhlanu,ka botlhano,dihlano,ka bohlano,nga ṱhanu-ṱhanu / nga -ṱanu,hi ntlhanu ntlhanu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_369,fixed deposit,vaste deposito,imali elondoloziwe ngokunqunyelwa isikhathi,imali egciniweyo / imali etyalwe ngokwexesha elisisigxina,kusisa lokumiselwe sikhatsi,imali ebotjhiweko,peeletsotlhomamo,nakotšheletetlengwa,diphositi e behetsweng nako,mbulungo yo tewaho,vuvekisi bya nkarhi wo nge / fikisi-diphoziti,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_370,flow diagram / flow chart,vloeidiagram,ishadi lokulandelanayo,umzobo wonxibelelwano lwamanani / idayagramu yonxibelelwano lwamanani,umdvwebo lokhulumako,itjhadi naneko / umfanekisonaneko,papetlakaelo,flotšhate / flotaekramo,daekeramo ya phallo,nyolo ya muelo,chati ya nongonoko wa matirhele,,,,,,,,,,,,,,,,,,,,,,
